Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Stop_Name,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
13872,72994,490004395C,BROCKLEY JACK,536351,174445,26,2M01,0
13873,59395,490004395D,BROCKLEY JACK,536409,174539,205,2M01,0
13874,50446,490001076A,BEECROFT ROAD,536525,174843,23,2404,0
13875,57233,490001076B,CROFTON PARK STATION #,536468,174677,203,2404,0
1388,58964,490014076E,VICTOR ROAD,522769,182876,124,RD09,0
13881,49069,490011727E,ROUNDEL CLOSE,536714,175176,84,2402,0
13883,47295,490009988E,ADELAIDE AVENUE / MONTAGUE AVENUE,537040,175181,119,2401,0
13884,57481,490009988W1,ADELAIDE AVENUE / ST MARGARET'S ROAD,536878,175178,264,2401,0
13885,51643,490011172E,PRENDERGAST SCHOOL,537205,175079,124,2A01,0
13886,49028,490011172W,PRENDERGAST SCHOOL,537194,175075,303,2A01,0
1389,71290,490014962W,WROTTESLEY ROAD,522650,182946,306,RD09,0
13891,53304,490001175HA,LADYWELL STATION #,537626,174927,80,2701,0
13892,76019,490001175HC,LADYWELL STATION #,537583,174910,265,2701,0
1390,53151,490007670N,HALING PARK ROAD,532536,163876,358,HD01,0
13904,73897,490014364E,BELLEGROVE ROAD / WELLING WAY,545522,176060,104,E809,0
1391,74548,490007670S,HALING PARK ROAD,532552,163703,178,HD01,0
1393,48768,490008165B,GRAY'S INN ROAD,531084,181744,339,8001,0
13953,49769,490013818J,TUBBENDEN LANE,545674,165709,274,F702,0
1399,73614,490005528Q,PEMBROKE PLACE,525181,179208,336,7904,0
14,52232,490000144E,MARBLE ARCH / EDGWARE ROAD,527686,181041,310,202,0
140,48412,490005332T,CLAPHAM JUNCTION / THE FALCON,527384,175382,171,5707,0
1400,75984,490005528V,EARLS COURT ROAD / PEMBROKE PLACE,525163,179280,157,7904,0
14020,51171,490001221H,PADDINGTON STATION <> #,526775,181296,47,101,0
14022,53268,490008607W,GALLOWAY ROAD,522296,180076,275,6302,0
1403,74071,490005351E,POYNDERS ROAD / CLARENCE AVENUE,529502,173961,111,4J03,0
1404,49654,490005351W,POYNDERS ROAD / CLARENCE AVENUE,529614,173899,296,4P01,0
1405,71302,490005329SG,CAVENDISH ROAD / CLAPHAM SOUTH STATION <>,528950,174386,299,4K06,0
1406,59070,490005329SH,CAVENDISH ROAD / CLAPHAM SOUTH STATION <>,528939,174407,119,4K06,0
1407,53900,490007749W,HANGER LANE,518537,180580,297,QB03,0
14073,57460,3700081,DRAKE AVENUE,500068,178798,116,6Z12,0
14074,57733,3700080,DRAKE AVENUE,499929,178830,289,6Z12,0
14079,52352,490007466E,ST PETER & ST PAUL CHURCH,544446,186722,70,X203,0
1408,55954,490003746E,WORMHOLT ROAD,522138,180111,96,6301,0
14084,72055,490007761D,NIGHTINGALE ROAD,515661,180250,355,Q705,0
14085,53003,490007762C,NIGHTINGALE ROAD,515666,180315,174,Q705,0
14086,50159,490001135B,HANWELL STATION #,515485,180701,352,QR07,0
14087,74067,490001135A,HANWELL STATION #,515502,180641,171,QR07,0
14088,55015,490013595N,GIFFORD GARDENS,515217,181766,345,QR04,0
14089,77970,490013595S,BORDARS ROAD,515264,181660,163,QR04,0
1409,52002,490005694C,ROMFORD ROAD,542076,185450,346,AH14,0
14090,53006,490008639N,KENNEDY ROAD,515166,181945,344,QR03,0
14091,55269,490008639S,KENNEDY ROAD,515167,181977,164,QR03,0
14092,50730,490000159B,NORTHFIELDS STATION <>,517055,179194,343,QA06,0
14093,49460,490000159A,NORTHFIELDS STATION <>,517114,179108,148,QA06,0
14094,73430,490014840N,WOOD END LANE,513771,184947,11,QP03,0
14099,52939,490012232W,SOMERVILLE ROAD,547536,189105,275,XQ01,0
1410,73565,490011661S,ROMFORD ROAD,542041,185598,159,AH13,0
14100,75941,490012232E,SOMERVILLE ROAD,547553,189130,95,XQ01,0
14103,55163,490013226S,HILL CLOSE,516697,192656,136,SH13,0
14104,74759,490013226N,HILL CLOSE,516652,192684,314,SH13,0
14109,51213,490009357E,NORTH MIDDLESEX HOSPITAL,533105,192607,98,U508,0
1411,57470,490005333X,NORTHCOTE ROAD,527378,175128,74,5709,0
14110,54439,490009357P,NORTH MIDDLESEX HOSPITAL,533217,192573,281,U508,0
14113,51658,490010998N,COLHAM ROAD,507015,181859,341,PJ02,0
14115,54441,490009919E,MILL ROAD,514517,172683,54,MJ15,0
14116,71776,490007767N,GODFREY WAY,512733,173659,31,MK02,0
14117,58885,490007729F,HAMPTON COURT PALACE,515429,168556,204,MD04,0
14119,49792,490013298J,CHURCH ELM LANE,549084,184429,178,WG07,0
1412,73287,490005333Z,NORTHCOTE ROAD,527501,175127,262,5709,0
14120,71921,490011958E,SCOTTS LANE,538590,168569,76,FL06,0
14121,59506,490011958W,SCOTTS LANE,538559,168549,257,FL06,0
14122,55830,490013296S,THE CHINESE GARAGE,537958,168680,182,FL08,0
14123,71096,490013296N,THE CHINESE GARAGE,537950,168605,356,FL08,0
14124,47775,490012691E,BROMLEY ROAD / ST GEORGE'S CHURCH,537500,169604,105,FJ09,0
14125,49812,490012691F,BROMLEY ROAD / ST GEORGE'S CHURCH,537484,169589,281,FJ09,0
14126,76155,490007393E,EDMONTON CEMETERY,533043,194141,124,U001,0
14127,54698,490007393W,GREAT CAMBRIDGE ROAD,533157,194034,309,U001,0
14128,76102,4.90E+09,CAMBRIDGE ROUNDABOUT / EAST SIDE,532713,192591,91,U505,0
14129,53310,490013440W,CAMBRIDGE ROUNDABOUT / EAST SIDE,532626,192537,273,U505,0
14130,57794,490009562E,HAMPSTEAD WAY,525959,187050,126,T109,0
14131,76021,490009562W,NORTH END ROAD / GOLDERS HILL PARK,525983,187020,312,T109,0
14134,55986,490008676E,WICK ROAD,536248,184681,54,DF14,0
14136,47684,490008676W,WICK ROAD / KENWORTHY ROAD,536250,184743,263,DF14,0
14138,75137,490003563N,KENWORTHY ROAD / WICK ROAD,536252,184846,321,DF16,0
14139,52619,490003903S,WICK ROAD,536286,184813,148,DF16,0
1414,73062,490005333V,CLAPHAM JUNCTION / THE NORTHCOTE,527391,175235,347,5708,0
1416,53448,490014510K,WESTOW HILL,533596,170717,86,4Q21,0
14160,50299,490005056B,CHEAM BROADWAY,524245,163562,265,J808,0
14162,72546,490012437H,ST DUNSTAN'S HILL,524611,163743,70,J804,0
14163,55752,490012437J,ST DUNSTAN'S HILL,524618,163730,250,J804,0
14164,57428,490007103E,CHEAM ROAD / GANDER GREEN LANE,524958,163838,73,J806,0
14165,51638,490005060W,CHEAM ROAD / GANDER GREEN LANE,525105,163859,257,J806,0
14166,59587,490011969U,SECOMBE CENTRE,525599,164009,76,J807,0
14167,74419,490012085W,SHERWOOD PARK ROAD,525472,163972,268,J807,0
14172,74263,4.90E+09,LIND ROAD,526502,164202,72,J705,0
14173,53164,490010294K,NONSUCH PARK,523946,163526,257,J810,0
14174,54072,490010294L,NONSUCH PARK,523927,163531,77,J810,0
14175,47437,490011585W,CARSHALTON ROAD / RINGSTEAD ROAD,526980,164219,256,J002,0
14176,73577,490011153W,POUND STREET,527751,164378,229,J024,0
14177,56575,490011153F,POUND STREET,527828,164464,50,J024,0
14178,76556,490004821D,CARSHALTON HIGH STREET,528163,164543,69,J005,0
14179,72769,490004821E,CARSHALTON HIGH STREET,528221,164554,242,J005,0
14181,77725,490013422E,THE HOLT,529143,164989,72,J502,0
14185,77822,490014136W,WALLINGTON COUNTY GRAMMAR SCHOOL,528993,164929,255,J213,0
14186,74788,490005289E,CHURCH ROAD,529572,165064,95,J503,0
14187,53189,490005289W,CHURCH ROAD,529448,165055,273,J503,0
14188,47503,490008217E,GUY ROAD,529950,164992,103,J504,0
14189,58151,490003769E,CROYDON ROAD / PLOUGH LANE,530149,164842,95,J506,0
14193,52969,490009010W,LAVINGTON ROAD,530546,164835,267,J507,0
14194,57837,490009010E,LAVINGTON ROAD,530579,164850,87,J507,0
14197,48699,490005992N,DAWSON ROAD,518734,168964,349,K207,0
14198,72632,490005992S,DAWSON ROAD,518751,168943,179,K207,0
1420,73651,490001285D,VICTORIA ROAD / SURBITON STATION #,517982,167307,236,K705,0
14200,74715,490003467S,ATHELSTAN PARK,518742,168604,177,K606,0
14201,51456,490009421N,LOWER MARSH LANE,518715,168388,9,K607,0
14203,71215,490003828N,BEEHIVE LANE,543210,188016,28,X705,0
14204,53944,490003828S1,MORNINGTON AVENUE,543167,187910,209,X705,0
14205,51868,490005476N,COLES GREEN ROAD,522516,186770,47,RA02,0
14217,58951,490005407E,BERWYN ROAD,519669,175326,75,M306,0
14218,57497,490003941W,BERWYN ROAD,519583,175287,252,M306,0
14219,56438,490005945K,DALSTON LANE / DALSTON JUNCTION STATION #,533668,184803,87,D410,0
1422,48439,490015151H,MILE END STATION <>/ BOW ROAD,536404,182603,147,BE04,0
14225,55774,490005512R,HACKNEY ROAD / COLUMBIA ROAD,533528,182750,37,BA11,0
14226,76566,490005737N,HOXTON STATION #,533663,182993,40,BA10,0
14227,56780,490010230W,HOXTON STATION #,533628,182895,200,BA10,0
1423,75528,490000146B,MILE END STATION <>,536452,182368,350,BE03,0
14231,75670,490011325W,QUEENSBRIDGE ROAD,533922,183099,265,BA09,0
14234,76309,490011243W,PRITCHARD'S ROAD,534523,183202,254,BA07,0
14237,76765,490007780N,HARDWICK STREET,531373,182674,29,C109,0
1424,52377,490000146A,MILE END STATION <>,536456,182432,170,BE03,0
14240,74412,4.90E+10,WATTISFIELD ROAD,535172,186342,54,D913,0
14241,77661,4.90E+09,WATTISFIELD ROAD,535223,186359,234,D913,0
14242,55887,490009072W,LEE VALLEY ICE CENTRE,535698,186710,234,D911,0
14245,49955,490010956W,PERTH ROAD,536465,187250,237,YJ03,0
14252,76079,490009131W,EMMANUEL PARISH CHURCH,536703,187391,239,YJ02,0
14257,77903,490011612E,ROCHDALE ROAD,537234,187740,63,YC02,0
14258,54078,490009583W,MANOR ROAD,537327,187771,246,YC02,0
1426,52963,490009580H,MANOR ROAD,537446,169515,194,FJ06,0
14261,48549,490012123E,SHORTLANDS ROAD,537564,187903,58,YC01,0
14262,59327,490012123W,SHORTLANDS ROAD,537569,187888,238,YC01,0
14264,77497,490006998W,FRASER ROAD,538043,188368,244,YD03,0
14265,52660,490009135EJ,LEYTON GREEN ROAD,538106,188414,63,YD03,0
14266,74670,490006644W,ESSEX ROAD,538212,188494,212,YD04,0
14267,51083,490012080E,SHERNHALL STREET,538235,188546,47,YD04,0
14269,56591,490006342E,PETERBOROUGH ROAD,538438,188684,57,YE21,0
1427,56301,490003744P,BECKENHAM HIGH STREET / WAR MEMORIAL,537084,169357,106,FJ04,0
14270,56863,490013295W,PETERBOROUGH ROAD,538378,188625,237,YE21,0
14271,58654,490014569A,WHIPPS CROSS / WOOD STREET,538609,188815,51,YE22,0
14272,51007,490014569B,WHIPPS CROSS / WOOD STREET,538595,188785,231,YE22,0
14274,77518,490014570C,WHIPPS CROSS ROUNDABOUT,538753,188818,307,YE13,0
14275,77076,490007647E,HAINAULT COURT,538943,189036,51,YE12,0
14276,71864,490007647H,HAINAULT COURT,538970,189019,231,YE12,0
14277,74651,490012885N,OAKHURST GARDENS,539102,189364,3,YE11,0
14278,77202,490012216S,SNARESBROOK ROAD,539103,189157,202,YE11,0
1428,50057,490003744R,BECKENHAM HIGH STREET / WAR MEMORIAL,537025,169361,283,FJ04,0
14281,73367,490013533N,ST PETERS CHURCH,539141,189607,14,YE10,0
14282,50899,490013533S,ST PETERS CHURCH,539145,189565,193,YE10,0
14287,72130,490006926N,FOREST ROAD,539301,190191,16,YE07,0
1429,53893,490003743S,CROYDON ROAD / WAR MEMORIAL,536937,169340,219,FJ13,0
14290,74531,490008200S,HIGHWOOD GARDENS,542832,188893,128,X710,0
14291,49717,490004708W,CARSHALTON ROAD / CAMBRIDGE ROAD,527254,164249,268,J101,0
143,55677,490013767D,TRAFALGAR SQUARE / CHARING CROSS STN <>#,530077,180469,174,0C16,0
1430,54756,490006334E,DULWICH HOSPITAL,533439,175034,57,3R02,0
1431,54951,490006334W,DULWICH HOSPITAL,533487,175055,236,3R02,0
1433,77833,490013657N,CROXTED ROAD / THURLOW PARK ROAD,532649,173025,342,4M09,0
1434,50852,490013657S,CROXTED ROAD / THURLOW PARK ROAD,532625,173135,159,4M09,0
14341,59364,490008710P,KILBURN HIGH ROAD,525285,183791,322,RC05,0
14342,71199,490006756W,FARNBOROUGH COMMON / P R U HOSPITAL,543100,164936,310,FD05,0
14343,71519,490015450N,TIBBET'S RIDE,523570,173747,17,5P20,0
14353,77249,490004898AA,SOUTH GREENFORD STATION #,515323,183067,102,QN03,0
14356,55971,490006435CE,EDISON ROAD,529998,188158,29,9002,0
14357,48887,490010946BB,SOUTH GREENFORD STATION #,515344,183035,279,QN03,0
14358,76713,490005826CA,CROUCH END BROADWAY,530153,188504,36,9004,0
1436,53222,490000222B,ST JOHN'S WOOD STATION <>,526776,183226,322,0Q02,0
14360,53809,490014794W,BRIXTON STATION ROAD,531396,175609,321,4F05,0
14361,53251,490008812E,KINGS ROAD,512986,186076,63,S108,0
14362,57452,490008812W,KINGS ROAD,512968,186048,243,S108,0
14364,77726,490005583W,COPLAND AVENUE,517443,184989,260,RP04,0
14376,47273,490004579S,BUNKERS HILL / THE WHITE CROSS,548830,172281,217,EH10,0
14377,56040,490004578N,BUNKERS HILL / THE WHITE CROSS,548868,172371,37,EH10,0
14378,47105,490007872H,HARTFORD ROAD,549650,173960,32,EF09,0
14379,71328,490007872J,HARTFORD ROAD,549670,173956,218,EF09,0
14380,57825,490004489N,BROOMFIELD ROAD,549669,174690,309,EF11,0
14381,76814,490004489S,BROOMFIELD ROAD,549693,174694,124,EF11,0
14382,56542,490014042M,VICARAGE ROAD,549818,173224,135,EF12,0
14383,71129,490014042N,VICARAGE ROAD,549760,173265,312,EF12,0
14386,72510,490010067N,MOTTINGHAM ROAD / COURT ROAD,542201,172833,315,FW03,0
14387,52038,490010067S,MOTTINGHAM ROAD / COURT ROAD,542296,172740,144,FW03,0
14388,48309,490005438J,COLLIER ROW ROUNDABOUT / REX CLOSE,549934,191102,174,VE05,0
14390,55495,490004225W,BRACKEN AVENUE,528387,174108,209,5911,0
1441,47391,490009732C,CROYDON UNIVERSITY HOSPITAL,531500,167202,164,HP08,0
1443,49232,490007191L,GIPSY HILL POLICE STATION,533294,170676,249,4Q21,0
14430,72385,490012277N,SOUTH EDEN PARK ROAD,537741,166942,317,FF20,0
14432,59412,490014025W,BROWNHILL ROAD / WELLMEADOW ROAD,539309,173699,267,2F02,0
14439,55150,490007849N,HARROW GREEN,539195,186208,21,YM16,0
1444,73717,490014364F,BELLEGROVE ROAD / WELLING WAY,545531,176039,284,E809,0
14441,55764,490015059G,SHEPHERD'S BUSH STATION<>#,523628,179900,97,6602,0
14442,58943,490012524N,STAMFORD HILL BROADWAY,533659,187776,5,DB03,0
14452,50354,490013207W,ROYAL GREENWICH UNI TECH COLLEGE,541775,178842,228,GT01,0
14456,53369,490000235Z,NEW OXFORD STREET,529998,181428,74,8216,0
14457,48903,490004423T,CROMWELL AVENUE,540544,168575,109,FR11,0
14459,47453,490004425G,WEST STREET,540230,169462,322,FR04,0
1446,54613,490015145W,BEAUFORT STREET,526807,177774,230,7G08,0
14461,50657,490006838GT,FINCHLEY ROAD,525025,187474,113,T103,0
14462,52865,490006838GN,FINCHLEY ROAD,525096,187434,286,T103,0
14466,48586,490008277E,HOLCROFT ROAD,535374,184293,35,DF19,0
14467,77789,490008277W,HOLCROFT ROAD,535373,184269,224,DF19,0
14470,71506,490010068N,MOULINS ROAD,535560,184147,328,DF21,0
14471,56287,490014374N,TERRACE ROAD,535478,184292,317,DF20,0
14473,48067,490011823N,VICTORIA PARK ROAD,535704,183841,346,DF23,0
14474,47459,490012255S,PENSHURST ROAD,535640,184102,164,DF22,0
14476,75268,490011823S,VICTORIA PARK ROAD,535722,183837,164,DF23,0
14477,73613,490010554S2,OLD FORD ROAD,535971,183298,339,BD04,0
14478,52687,490010554S1,VICTORIA PARK,535916,183474,162,BC01,0
14479,55992,490012633N,ST BARNABAS CHURCH,536058,183101,328,BD02,0
1448,76246,490015145E,BEAUFORT STREET,526725,177724,51,7G08,0
14481,58352,490003352N,ARBERY ROAD,536149,182953,325,BD01,0
14482,47561,490003352S,ARBERY ROAD,536190,182912,145,BD01,0
14483,48292,490013517N,LICHFIELD ROAD,536324,182702,325,BE05,0
14484,74284,490013517S,LICHFIELD ROAD,536311,182742,145,BE05,0
14485,58446,490004210N,BOW COMMON LANE,536489,182193,341,BE02,0
14487,55987,490006614N,ERIC STREET,536548,182081,329,BE01,0
14488,76653,490006614S,ERIC STREET,536613,182034,136,BE02,0
1449,76099,490015145S,BEAUFORT STREET / KING'S ROAD,526813,177681,146,7G10,0
14495,77346,490011031N,PIXLEY STREET,536873,181427,340,BP03,0
14496,54203,490011031S,PIXLEY STREET,536897,181411,160,BP03,0
1450,48396,490015145N,BEAUFORT STREET / KING'S ROAD,526784,177702,326,7G10,0
14501,56735,490009443G,LUDGATE HILL / OLD BAILEY,531808,181155,102,1B03,0
14502,50372,490014012E,VARTRY ROAD,532785,188042,31,D806,0
14503,55653,490004205C,BOW BUS GARAGE,537467,182929,323,BF06,0
1451,58500,490004313SA,BRICK LANE,533819,182394,53,BA12,0
14510,51221,490009563E,MARGERY PARK ROAD,540205,184927,69,AA02,0
14511,48112,490006936W,MARGERY PARK ROAD,540124,184881,244,AA02,0
14515,73606,490012414W,SPROWSTON ROAD,540371,184968,252,AA03,0
1452,77889,490004313SB,BRICK LANE,533924,182460,233,BA12,0
14520,77059,490012131E,SHREWSBURY ROAD,541533,185246,70,AG02,0
14522,53168,490001341H,WOODGRANGE PARK STATION #,541746,185336,62,AG03,0
14523,58921,490001341G,WOODGRANGE PARK STATION #,541849,185376,243,AG03,0
14527,54730,490006856E,FIRST AVENUE,542274,185658,62,AH03,0
14528,75888,490006856W,FIRST AVENUE,542323,185670,243,AH03,0
14529,71059,490009570E,RABBITS ROAD,542431,185745,59,AH04,0
1453,74211,490000084L,FULHAM BROADWAY STATION <>,525472,177231,82,6.00E+10,0
14530,58701,490009570W,RABBITS ROAD,542529,185795,236,AH04,0
14531,52597,490012005E,SEVENTH AVENUE,542615,185863,59,AH05,0
14535,75703,490006059W,DERSINGHAM AVENUE,543042,186069,245,AH07,0
14540,48572,490010328E,NORTH CIRCULAR ROAD,543174,186143,64,AH07,0
14544,48299,490011421N,RANELAGH ROAD,539124,185952,10,YM17,0
14545,50658,490011421S,RANELAGH ROAD,539125,185874,188,YM17,0
14548,73642,490007849S,HARROW GREEN,539191,186158,198,YM16,0
1455,75456,490000084M,FULHAM BROADWAY STATION <>,525522,177228,256,6.00E+10,0
14550,76472,490009141N,LEYTONSTONE FIRE STATION,539303,186573,22,YM14,0
14551,71935,490009141S,LEYTONSTONE FIRE STATION,539295,186517,205,YM14,0
14556,77417,490014033N,VERNON ROAD,539413,187068,7,YN03,0
14557,77058,490009846L,MICHAEL ROAD,539433,187146,183,YN03,0
1456,52167,490007057R,FULHAM TOWN HALL,525456,177141,138,6.00E+05,0
14560,52351,490007882H,HARVEY ROAD,539446,187322,14,YN02,0
14561,73315,490007882K,HARVEY ROAD,539461,187328,195,YN02,0
14565,77006,490007490N,GREEN MAN ROUNDABOUT,539703,187666,46,YN01,0
14566,49451,490009143W,LEYTON WAY,539704,188068,329,YE18,0
14569,72618,490009143S,LEYTON WAY,539751,188013,151,YE18,0
1457,54979,490015064A,SHORROLDS ROAD,525107,177406,325,6.00E+07,0
14572,52869,490012178N,SIR ALFRED HITCHCOCK HOTEL,539496,188354,317,YE19,0
14573,56131,490012178S,SIR ALFRED HITCHCOCK HOTEL,539508,188362,138,YE19,0
14576,59240,490014566H,WHIPPS CROSS HOSPITAL,538919,188688,304,YE17,0
14579,55625,490014566E,WHIPPS CROSS HOSPITAL,538966,188670,124,YE17,0
14581,56868,490007497W,GREEN STREET,540878,185055,260,AA05,0
14586,49615,490006425HB,EDGWARE COMMUNITY HOSPITAL,519604,191109,333,SE09,0
1459,77543,490010359B,NORTH END ROAD,525063,177278,72,6.00E+12,0
14590,58294,490003487S,SHOREDITCH CHURCH,533510,182706,225,BA11,0
14592,52521,490003601S,BARING STREET,532536,183713,144,CE19,0
14593,57951,490003671N,ELIZABETH AVENUE,532339,183951,313,CE18,0
14596,47269,490003671S,BASIRE STREET,532430,183861,144,CE18,0
14599,73316,490001103N2,ESSEX ROAD,532211,184067,312,CE17,0
146,77694,490013766K,TRAFALGAR SQUARE / CHARING CROSS STN <>#,530133,180459,230,0C15,0
1460,74661,490007875C,NORTH END ROAD,525012,177244,243,6.00E+12,0
14600,50940,490006402S,ECCLESBOURNE ROAD,532265,184035,133,CE17,0
14601,48375,490007687N,ESSEX ROAD STATION #,532064,184192,309,CE08,0
14602,77208,490001103S2,ESSEX ROAD STATION #,532103,184177,129,CE08,0
14605,77471,490004758N,CANONBURY SQUARE,531833,184398,341,C913,0
14606,47416,490007687S,CANONBURY GROVE,531910,184332,129,C913,0
14608,58793,490008143J,CANONBURY ROAD / HIGHBURY CORNER,531789,184535,160,C912,0
14609,55003,490008143H,HIGHBURY CORNER,531717,184606,320,C912,0
1461,77689,490013888N,TYRAWLEY ROAD,525633,176939,317,6.00E+04,0
14612,57979,490014625B,WHITTINGTON HOSPITAL / MAGDALA AVENUE,529159,187011,129,CF01,0
14613,54737,490014625A,WHITTINGTON HOSPITAL / MAGDALA AVENUE,529167,186994,309,CF01,0
14615,55343,490014276S,WATERLOW PARK / LAUDERDALE HOUSE,528807,187248,304,9106,0
14616,53153,490008359S,HIGHGATE HILL / HORNSEY LANE,528936,187176,125,CF04,0
14618,74871,490004982S,CHANNING SCHOOL,528722,187315,114,9105,0
14619,75384,490004038R,BISHAM GARDENS,528582,187347,288,9105,0
1462,47066,490013888S,TYRAWLEY ROAD,525630,176960,136,6.00E+04,0
14622,75873,490000031R,BRIXTON STATION <> #,531023,175400,13,4.00E+01,0
14625,58753,490015150W,BROMLEY ROAD / LEWISHAM TOWN HALL,537669,173505,5,2L03,0
14627,52128,490011938U,SAVOY STREET,530527,180768,238,0.00E+00,0
14628,51475,490003191D,ALDWYCH,530625,180948,22,0.00E+00,0
1463,48149,490006952S,FORTUNE GREEN ROAD,525144,185961,149,8B08,0
14631,72032,490011274U,PURLEY TESCO,531151,161410,213,H525,0
14632,58021,490000067E,EAST FINCHLEY STATION <>,527279,189131,353,TW01,0
14635,57307,490000011B,BAKER STREET STATION <>,527908,182038,162,702,0
14636,52611,490000067F,EAST FINCHLEY STATION <>,527276,189153,351,TW01,0
14637,50905,490007708X,HAMMERSMITH LIBRARY,523399,178758,178,6904,0
14638,73118,490015234A,CLAPHAM COMMON STATION <>,529421,175306,65,4K04,0
14639,50915,490000152A,MORNINGTON CRESCENT STATION <>,529155,183325,2,8M01,0
1464,55725,490006952N,FORTUNE GREEN ROAD,525197,185769,331,8B07,0
14640,56875,490000110F,HIGH STREET KENSINGTON STATION <>,525578,179595,234,7A02,0
14641,50403,490010357B,NORTH END ROAD,524295,178882,232,6A01,0
14659,76847,490011162W,POYNDERS COURT,529413,173985,291,4J03,0
1466,57798,490013255D,BURNT OAK BROADWAY,520059,190570,141,R010,0
14662,77978,490011547E,RICHARDS AVENUE,550474,188400,72,VA04,0
14663,77765,490011547W,RICHARDS AVENUE,550363,188359,263,VA04,0
14669,72019,490008917N,LAMBETH PALACE,530541,179030,11,4001,0
1467,50313,490012472G,STAG LANE,520155,190412,325,R006,0
14670,56012,490008917S,LAMBETH PALACE,530558,179051,191,4001,0
14671,53819,490012954C,ST THOMAS' HOSPITAL,530796,179489,4,4002,0
14672,53045,490012954B,ST THOMAS' HOSPITAL,530787,179405,209,4002,0
14674,55289,490006076CJ,DICKENSON ROAD,530277,187867,160,CG07,0
14675,52731,490006076CH,DICKENSON ROAD,530236,187944,337,CG07,0
14676,74555,490006151N,DOVER ROAD,541152,186753,306,X604,0
14677,55374,490009294N,LONGBRIDGE ROAD,544427,184628,307,W509,0
1468,49455,490003628BA,BARNES / RED LION,522304,176588,247,M403,0
14682,54298,490007834F,RED LION SQUARE,530647,181812,245,8013,0
14687,73334,490011448Z,RAVEY STREET,533121,182467,307,D112,0
14689,55524,490005910A,CURTAIN ROAD,533307,182309,312,D003,0
14691,48865,490000148G,KING WILLIAM STREET / MONUMENT STATION <>,532834,180905,150,1K03,0
14692,71567,490008874E,KNIGHTS AVENUE,518500,179458,70,QB07,0
14693,47635,490007661N,HALBUTT STREET,549020,185253,355,WH04,0
14694,47289,490007661S,HALBUTT STREET,549040,185151,175,WH04,0
14695,59580,490009694E,MARSHAM STREET,529889,178989,90,0K05,0
14696,50324,490003049S,ABBS CROSS GARDENS,553455,187152,212,V502,0
